"bill_id","status","title","link_id","proposer_type","proposed_date","decision_date","decision_result","has_summaries","status_detail"
"1900001","1","발달장애인 지원 및 권리보장에 관한 법률안(김정록의원 등 13인)","PRC_R1H2D0T5W3F0C0K9T0R6G1W7U3M7Y6","의원","2012-05-30","","","1","소관위심사"
"1900002","1","청년고용촉진 특별법 일부개정법률안(윤영석의원 등 11인)","PRC_N1O2Y0F5S3L0J0L9I2N5U5O6N5N9O9","의원","2012-05-30","","","1","소관위심사"
"1900003","1","부담금관리 기본법 일부개정법률안(윤영석의원 등 11인)","PRC_O1N2A0X5W3M0A0L9R2L7A5V3P9U4L3","의원","2012-05-30","","","1","소관위심사"
"1900004","1","제주4·3사건 진상규명 및 희생자명예회복에 관한 특별법 일부개정법률안(김우남의원 등...","PRC_L1V2M0N5S3V0W0P9F3J1C4H5E4B9M4","의원","2012-05-30","","","1","소관위심사"
"1900005","1","제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안(김우남의원...","PRC_E1N2P0F5U3P0H0C9V3B3T2Y9I8H4F4","의원","2012-05-30","","","1","소관위심사"
"1900006","1","공직선거법 일부개정법률안(김용태의원 등 11인)","PRC_S1J2Y0P5E3S0S0A9C3X5T3V2G4N9L7","의원","2012-05-30","","","1","소관위심사"
"1900007","1","소득세법 일부개정법률안(김희정의원 등 11인)","PRC_H1E2Z0O5W3S0E0C9S3L7Y5E7R6B5E6","의원","2012-05-30","","","1","소관위심사"
"1900008","1","상법 일부개정법률안(김정록의원 등 24인)","PRC_K1R2X0P5Y3I0M1S0M1X4C5J2X2H5D4","의원","2012-05-30","","","1","소관위심사"
"1900009","2","유통산업발전법 일부개정법률안(손인춘의원 등 24인)","PRC_G1S2P0R5W3I0C1P0M1K9P0V2W0L0H3","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900010","2","하도급거래 공정화에 관한 법률 일부개정법률안(진영의원 등 30인)","PRC_N1I2F0M5A3L0H1A0H2H3D1N9B8B3U2","의원","2012-05-30","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900011","2","고용정책 기본법 일부개정법률안(이한구의원 등 28인)","PRC_F1O2R0H5K3H0W1G0K2A4Q2P0E9A2K1","의원","2012-05-30","2012-11-22","원안가결","1","공포"
"1900012","1","사내하도급근로자 보호 등에 관한 법률안(이한구의원 등 28인)","PRC_L1V2X0F5C3D0E1I0P3R2R0Z9U6P5O2","의원","2012-05-30","","","1","소관위심사"
"1900013","2","신용보증기금법 일부개정법률안(안종범의원 등 24인)","PRC_R1U2K0X5O3Y0D1J0D4Q4M1D2Y3O2F5","의원","2012-05-30","2013-04-30","수정가결","1","정부이송"
"1900014","1","기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안(이한구의원 등 28인)","PRC_I1E2J0D5I3U0B1E0X4M9P1C8X6W4S9","의원","2012-05-30","","","1","소관위심사"
"1900015","1","파견근로자보호 등에 관한 법률 일부개정법률안(이한구의원 등 28인)","PRC_O1G2J0E5I3B0P1C0L5W5J3V4V7V9V3","의원","2012-05-30","","","1","소관위심사"
"1900016","2","사립학교법 일부개정법률안(민병주의원 등 25인)","PRC_S1L2X0Z5O3R0H1L0M5P9L2M8D9F9L6","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900017","2","영유아보육법 일부개정법률안(김현숙의원 등 24인)","PRC_Y1Q2O0J5T3J0B1Q1U0J6Q3G9N7L6Y9","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900018","2","기술신용보증기금법 일부개정법률안(안종범의원 등 24인)","PRC_Y1N2V0C5U3O0K1P1Q1X0B5U7M1Q5R3","의원","2012-05-30","2013-04-30","수정가결","1","정부이송"
"1900019","2","중소기업진흥에 관한 법률 일부개정법률안(안종범의원 등 24인)","PRC_W1X2O0R5N3V0K1M1H1P3P2T0E6H4A2","의원","2012-05-30","2012-11-22","대안반영폐기","1","대안반영폐기"
"1900020","2","소기업 및 소상공인 지원을 위한 특별조치법 일부개정법률안(정세균의원 외 126인)","PRC_I1Q2D0D5Z3N0P1C1G2V7W5I3B4D6V1","의원","2012-05-30","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900021","1","기간제 및 단시간근로자 보호 등에 관한 법률 일부개정법률안(박지원의원 외 126인)","PRC_C1B2E0P5U3V0O1R1O3F0A3U5W6V8I1","의원","2012-05-30","","","1","소관위심사"
"1900022","1","기초노령연금법 일부개정법률안(한명숙의원 외 126인)","PRC_P1R2M0H5I3C0S1L1Q3V3O0Q8Q6O2F4","의원","2012-05-30","","","1","소관위심사"
"1900023","1","공휴일에 관한 법률안(양승조의원 등 10인)","PRC_O1C2Z0A5V3W0X1N1I3I3V5M9T1X6Y8","의원","2012-05-30","","","1","소관위심사"
"1900024","1","고등교육재정교부금법안(한명숙의원 외 126인)","PRC_P1C2O0A5D3B0K1Q1P3S6A0G2J1S7I3","의원","2012-05-30","","","1","소관위심사"
"1900025","1","가축전염병예방법 일부개정법률안(김영록의원 외 126인)","PRC_W1W2Y0F5M3V0Y1H1M3P8D1A6C7J2S7","의원","2012-05-30","","","1","소관위심사"
"1900026","1","대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(김기준의원 외 126...","PRC_R1U2H0R5Q3U0U1B1B3C9T5A8Q6N8I0","의원","2012-05-30","","","1","소관위심사"
"1900027","1","주택임대차보호법 일부개정법률안(박영선의원 외 126인)","PRC_H1F2X0R5U3Z0P1R1D3W9O0V4F9M9T3","의원","2012-05-30","","","1","소관위심사"
"1900028","1","국민건강보험법 일부개정법률안(양승조의원등 1인 외 126인)","PRC_I1H2N0R5Z3V0G1D1V5Z7H5F8C9G2S4","의원","2012-05-30","","","1","소관위심사"
"1900029","1","학교급식법 일부개정법률안(김춘진의원 외 126인)","PRC_L1K2T0I5C3B0P1J2D0W0C3A6S6Q9B2","의원","2012-05-30","","","1","소관위심사"
"1900030","2","유통산업발전법 일부개정법률안(이용섭의원 외 126인)","PRC_O1P2X0N5E3U0N1W2Q0A2F0Q5Y7Z6X8","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900031","1","고용보험법 일부개정법률안(홍영표의원 외 126인)","PRC_Q1S2B0N5F3E0U1Z2A1W1E1B2F1A8J5","의원","2012-05-30","","","1","소관위심사"
"1900032","1","최저임금법 일부개정법률안(문재인의원 외 126인)","PRC_Y1Z2V0D5E3S0X1N2S1N3V1E8E9T2I6","의원","2012-05-30","","","1","소관위심사"
"1900033","1","주택법 일부개정법률안(이용섭의원 외 126인)","PRC_L1G2F0O5N3N0Q1I2E1I5G1C7G7X3V7","의원","2012-05-30","","","1","소관위심사"
"1900034","1","가맹사업거래의 공정화에 관한 법률 일부개정법률안(김영주의원 외 126인)","PRC_B1B2T0R5V3D0Z1U3B0H7K0Q5L4O5E3","의원","2012-05-30","","","1","소관위심사"
"1900035","2","영유아보육법 일부개정법률안(오제세의원 외 126인)","PRC_X1J2Z0J5X3W0H1H3X2A0M0F4T3I7I3","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900036","1","대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안(조경태의원 외 126인)","PRC_X1X2L0X5H3J0P1N3W2V9X0H3K0M7W5","의원","2012-05-30","","","1","소관위심사"
"1900037","1","고등교육법 일부개정법률안(한명숙의원 외 126인)","PRC_Y1K2Q0L5U3I0X1W3O3E2O0W5X3Q7I7","의원","2012-05-30","","","1","소관위심사"
"1900038","1","근로기준법 일부개정법률안(홍영표의원 외 126인)","PRC_F1Z2D0E5L3Q0O1L3X3G2U3J8S5S7J0","의원","2012-05-30","","","1","소관위심사"
"1900039","1","특정경제범죄 가중처벌 등에 관한 법률 일부개정법률안(원혜영의원 등 12인)","PRC_F1F2F0E5F3K0B1R3W5Z5T3Y0I9E4R3","의원","2012-05-30","","","1","소관위접수"
"1900040","1","공휴일에 관한 법률안(박기춘의원 외 126인)","PRC_D1R2D0M5L3E0W1O4H1H0D3H9C4C7G8","의원","2012-05-30","","","1","소관위심사"
"1900041","1","참전유공자예우 및 단체설립에 관한 법률 일부개정법률안(양승조의원 등 11인)","PRC_K1W2X0Q5M3U0R1S4X2I0J4A5V3I1Y5","의원","2012-05-30","","","1","소관위심사"
"1900042","2","원도심 활성화를 위한 법률안(양승조의원 등 11인)","PRC_Z1G2I0E5F3L0Y1D4T5P6G5V7J0G2W3","의원","2012-05-30","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900043","1","근로기준법 일부개정법률안(오제세의원 등 11인)","PRC_C1F2H0K5J3Y0L1C6S2H7T5L3O4Z5U8","의원","2012-05-30","","","1","소관위심사"
"1900044","1","특정경제범죄 가중처벌 등에 관한 법률 일부개정법률안(오제세의원 등 10인)","PRC_C1Q2Q0P5S3O0R1T6R3R1F5U7J4S1N1","의원","2012-05-30","","","1","소관위접수"
"1900045","1","청년고용촉진 특별법 일부개정법률안(오제세의원 등 11인)","PRC_E1Q2L0L5O3D0T1J6K3A3Q3E4D5C7K9","의원","2012-05-30","","","1","소관위심사"
"1900046","2","조세특례제한법 일부개정법률안(오제세의원 등 11인)","PRC_E1S2X0D5L3W0Y1K6N3W4X5H4O5K9G1","의원","2012-05-30","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900047","1","부가가치세법 일부개정법률안(오제세의원 등 10인)","PRC_C1V2J0I5J3B0H1T6M4A1U0E5P4X3Y6","의원","2012-05-30","","","1","소관위심사"
"1900048","1","청년고용촉진 특별법 일부개정법률안(장병완의원 등 11인)","PRC_E1J2P0G5P3U0Y1F7S4I1D3F1Z6E7Q1","의원","2012-05-30","","","1","소관위심사"
"1900049","2","고용정책 기본법 일부개정법률안(장병완의원 등 10인)","PRC_I1X2M0L5L3J0W1G7D4L5M3H4F4K5Q1","의원","2012-05-30","2013-02-18","폐기","1","본회의불부의"
"1900050","1","도시철도법 일부개정법률안(김태호의원 등 11인)","PRC_Y1E2M0K5U3Y0O1E8B0V2Q1N9W6U0N8","의원","2012-05-30","","","1","소관위심사"
"1900051","1","공직선거법 일부개정법률안(박기춘의원 등 10인)","PRC_T1Z2D0P5L3W0R1G8X1X3I5W0S8H5E2","의원","2012-05-30","","","1","소관위심사"
"1900052","2","군공항 이전 및 지원에 관한 특별법안(김동철의원 등 11인)","PRC_B1K2Z0Z5D3P0F1D8V1W7N3Q1D1Y8T3","의원","2012-05-30","2013-03-05","대안반영폐기","1","대안반영폐기"
"1900053","1","군용비행장 소음피해 방지 및 보상에 관한 법률안(김동철의원 등 11인)","PRC_A1N2W0Y5L3Z0W1G8Q2D1B1W1L1B1W4","의원","2012-05-30","","","1","소관위심사"
"1900054","1","조세특례제한법 일부개정법률안(오제세의원 등 11인)","PRC_Z1Y2A0F5F3G1O0T9P2M2U2L6X5P9F6","의원","2012-05-31","","","1","소관위심사"
"1900055","2","2011회계연도 결산","PRC_A1X2H0H5S3X1F1F0B5L0E4D8Y3Q2U1","정부","2012-05-31","2012-09-03","원안가결","0","본회의의결"
"1900056","2","2011회계연도 예비비지출 승인의 건","PRC_N1D2K0W5P3F1W1A0D5Q1S2I2Z5X5K2","정부","2012-05-31","2012-09-03","원안가결","0","본회의의결"
"ZZ19001","1","2011회계연도 결산검사결과 보고","PRC_V1Z2S0Y5J3I1L0T9D5I6R4R5K8G0L8","기타","2012-05-31","","","0","접수"
"ZZ19002","1","2011회계연도 기금운용평가보고서","PRC_H1A2H0V5Z3B1S1G0D5K2X2G3Q8V6L7","기타","2012-05-31","","","0","접수"
"1900057","2","감염병의 예방 및 관리에 관한 법률 일부개정법률안(류지영의원 등 10인)","PRC_G1R2U0K6C0O1C1C5A4L6G4S7O1C5X5","의원","2012-06-01","2013-02-26","대안반영폐기","1","대안반영폐기"
"1900058","1","북한인권법안(윤상현의원 등 11인)","PRC_G1K2R0F6H0Y1J1E6B4M1S3H2G8T6D8","의원","2012-06-01","","","1","소관위심사"
"1900059","1","조세특례제한법 일부개정법률안(김우남의원 등 13인)","PRC_X1S2E0J6D0J4O0F9S4R0E0Q2R6J5V3","의원","2012-06-04","","","1","소관위심사"
"1900060","2","구도심재생 활성화 및 지원에 관한 특별법안(박주선의원 등 15인)","PRC_N1P2A0U6G0E4D1R3X3N7C0Z9B4M0D0","의원","2012-06-04","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900061","2","교통안전법 일부개정법률안(오제세의원 등 10인)","PRC_Y1P2G0V6S0E4S1G4Z2Z1Q3S2Y5Z1S4","의원","2012-06-04","2012-11-29","폐기","1","본회의불부의"
"1900062","1","감염병의 예방 및 관리에 관한 법률 일부개정법률안(오제세의원 등 10인)","PRC_F1X2H0Z6E0I4S1J4H2X5I5L0L5V0B2","의원","2012-06-04","","","1","소관위심사"
"1900063","2","지방세특례제한법 일부개정법률안(오제세의원 등 10인)","PRC_O1Y2X0G6X0M4O1B4X3Q6J1M4S3J9B0","의원","2012-06-04","2013-01-01","대안반영폐기","1","대안반영폐기"
"1900064","1","도시 및 주거환경정비법 일부개정법률안(서용교의원 등 10인)","PRC_Q1R2W0A6K0X5F1C5P0P1B1K9S9J9F1","의원","2012-06-05","","","1","소관위심사"
"1900065","1","국민기초생활 보장법 일부개정법률안(이낙연의원 등 15인)","PRC_O1L2C0U6F0D5J1G6S1K9W2W9J1U2P8","의원","2012-06-05","","","1","소관위심사"
"1900066","2","도시재생 활성화 및 지원에 관한 특별법안(서병수의원 등 34인)","PRC_S1U2N0N6S0B5Q1O6E5N7U3X8D6R6D3","의원","2012-06-05","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900067","1","국회의원(김형태) 사퇴 촉구 결의안(남인순의원 등 41인)","PRC_S1X2G0T6T0N7E1N0D0K0R4R6N2N0V4","의원","2012-06-07","","","0","소관위접수"
"1900068","1","공직선거법 일부개정법률안(서병수의원 등 32인)","PRC_E1N2J0K6U0Q7G1W3S2V9M2Q9J7J4G1","의원","2012-06-07","","","1","소관위심사"
"1900069","1","도로교통법 일부개정법률안(오제세의원 등 10인)","PRC_L1R2D0G6L0N7B1J4S5J0C1H7D3K8D0","의원","2012-06-07","","","1","소관위심사"
"1900070","2","군 공항 이전 및 지원에 관한 특별법안(김진표의원 등 11인)","PRC_Z1K2B0J6J0N7U1I5O0L8Y1H9L4P4B2","의원","2012-06-07","2013-03-05","대안반영폐기","1","대안반영폐기"
"1900071","1","유료도로법 일부개정법률안(홍일표의원 등 10인)","PRC_P1O2J0V6R0L7K1O5W1W4U5D9B0W5G7","의원","2012-06-07","","","1","소관위심사"
"1900072","1","접경지역 지원 특별법 일부개정법률안(한기호의원 등 13인)","PRC_S1I2X0W6S0J7A1E5T4C4P2V5I5N3F1","의원","2012-06-07","","","1","소관위심사"
"1900073","1","공직선거법 일부개정법률안(이용섭의원 등 12인)","PRC_Q1I2G0R6Q0T7L1G5I5I5F5V6A6Q4U3","의원","2012-06-07","","","1","소관위심사"
"1900074","2","수질 및 수생태계 보전에 관한 법률 일부개정법률안(박기춘의원 등 10인)","PRC_S1V2Z0K6E0Q7H1Y6Y5J4K0F3I1M6M3","의원","2012-06-07","2013-02-26","대안반영폐기","1","대안반영폐기"
"1900075","1","학교보건법 일부개정법률안(박기춘의원 등 10인)","PRC_W1Y2G0X6F0E7Y1N6B5M5Z1U4Q7Z0P0","의원","2012-06-07","","","1","소관위심사"
"1900076","2","군공항 이전 및 지원에 관한 특별법안(신장용의원 등 12인)","PRC_G1D2X0V6U0E8L1L0H2O2I4O5E3W2X9","의원","2012-06-08","2013-03-05","대안반영폐기","1","대안반영폐기"
"1900077","2","하도급거래 공정화에 관한 법률 일부개정법률안(오제세의원 등 10인)","PRC_R1R2H0A6Y0Q8I1Y1H3F1C3I2D1Z8T6","의원","2012-06-08","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900078","1","대·중소기업 상생협력 촉진에 관한 법률 일부개정법률안(오제세의원 등 10인)","PRC_H1F2U0Z6N0P8S1I1S3J6A0E8X3W6R8","의원","2012-06-08","","","1","소관위심사"
"1900079","1","범죄피해자 보호법 일부개정법률안(오제세의원 등 10인)","PRC_S1O2D0Z6D0Y8K1I3X2X1I3T0E5W1W3","의원","2012-06-08","","","1","소관위심사"
"1900080","1","저수지·댐의 안전관리 및 재해예방에 관한 법률 일부개정법률안","ARC_K1G2D0W6K0V8O1A6R1G0S3L4K7Q1D9","정부","2012-06-08","","","1","소관위심사"
"1900081","1","대도시권 광역교통 관리에 관한 특별법 일부개정법률안(박기춘의원 등 10인)","PRC_H1O2V0Q6H0V8V1M6O3H0V3T1I1S6Z6","의원","2012-06-08","","","1","소관위심사"
"1900082","1","도로법 일부개정법률안(박기춘의원 등 10인)","PRC_U1D2S0D6M0X8W1X6H3G2O0E7A8X6E1","의원","2012-06-08","","","1","체계자구심사"
"1900083","1","공직선거법 일부개정법률안(박기춘의원 등 10인)","PRC_N1F2H0I6G0W8E1O6S3T3G1L5H7Z5O9","의원","2012-06-08","","","1","소관위심사"
"1900084","1","한국산업은행이 부담하는 외화표시채무에 대한 국가보증한도승인 및 국가보증동의안","PRC_Z1I2N0E6O0T8P1Z7V3P6M4F3M5X6H8","정부","2012-06-08","","","0","소관위심사"
"1900085","1","소기업 및 소상공인 지원을 위한 특별조치법 일부개정법률안(이낙연의원 등 12인)","PRC_H1R2B0C6F0O8G1G7G3Z9S4B0Z6I4U2","의원","2012-06-08","","","1","소관위심사"
"1900086","1","청년고용촉진 특별법 일부개정법률안(김동철의원 등 14인)","PRC_F1Z2R0E6K1O1T1P1I2P2O5B7U6W9N3","의원","2012-06-11","","","1","소관위심사"
"1900087","1","평생교육법 일부개정법률안","ARC_Q1S2N0K6P1L1U1E4R1Y4U3P9Z6N5Q6","정부","2012-06-11","","","1","소관위심사"
"1900088","1","공직선거법 일부개정법률안(박기춘의원 등 10인)","PRC_M1C2T0N6A1U1T1Z7P2Y5C2N5G5M2T8","의원","2012-06-11","","","1","소관위심사"
"1900089","1","대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안(김학용의원 등 14인...","PRC_B1H2R0Q6X1O1L1X7E4D9C2U2E2G1F3","의원","2012-06-11","","","1","소관위심사"
"1900090","1","국무위원(법무부장관 권재진) 해임 촉구 결의안(박지원의원 외 126인)","PRC_S1P2D0P6G1Z2U1A1M1W5J1Z5R4H0P7","의원","2012-06-12","","","0","소관위접수"
"1900091","2","임업 및 산촌 진흥촉진에 관한 법률 일부개정법률안(김우남의원 등 10인)","PRC_L1L2W0T6A1F2I1B4Y0G0J5B8D0P6D4","의원","2012-06-12","2012-09-27","원안가결","1","공포"
"1900092","2","한국농수산대학 설치법 일부개정법률안(김우남의원 등 11인)","PRC_A1M2B0B6K1F2U1M4U0C1J2Q6X2V3O2","의원","2012-06-12","2012-09-27","원안가결","1","공포"
"1900093","1","서울대학교치과병원 설치법 일부개정법률안","ARC_C1L2O0B6I1U2E1D4N0M5I1H3U0T9W9","정부","2012-06-12","","","1","소관위심사"
"1900094","1","서울대학교병원 설치법 일부개정법률안","ARC_U1M2N0Z6G1D2O1T4O0I5G4A8L2O7R0","정부","2012-06-12","","","1","소관위심사"
"1900095","1","모자보건법 일부개정법률안(김우남의원 등 13인)","PRC_K1F2V0K6U1C2J1T4K0F9V5M2F7J3H9","의원","2012-06-12","","","1","소관위심사"
"1900096","2","비료관리법 일부개정법률안(김우남의원 등 11인)","PRC_B1N2Q0Y6B1S2I1T4N1C1C2E5F0I9N9","의원","2012-06-12","2012-09-27","원안가결","1","공포"
"1900097","2","어촌·어항법 일부개정법률안(김우남의원 등 10인)","PRC_A1W2M0A6Y1X2D1D4H2I0M2G4Y8N2G2","의원","2012-06-12","2012-09-27","수정가결","1","공포"
"1900098","1","국립묘지의 설치 및 운영에 관한 법률 일부개정법률안(진성준의원 등 15인)","PRC_O1B2M0X6Z1B2P1O5I0Q7V1L9M4E0O1","의원","2012-06-12","","","1","소관위심사"
"1900099","2","2011회계연도 한국방송공사 결산 승인안","PRC_U1Y2W0J6W1W2Y1Y6A3V3Y5L1Z3P9T7","기타","2012-06-12","2012-09-03","원안가결","0","본회의의결"
"1900100","1","국제과학비즈니스벨트 조성 및 지원에 관한 특별법 일부개정법률안(변재일의원 등 10인...","PRC_P1V2L0H6F1C2C1R7X4N0C1D2K0J5D5","의원","2012-06-12","","","1","소관위접수"
"1900101","2","2011회계연도 한국교육방송공사 결산 승인안","PRC_E1H2U0P6L1K2D1O7A4W1I4T9T8N0Z1","기타","2012-06-12","2012-09-03","원안가결","0","본회의의결"
"1900102","2","과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안...","PRC_B1L2K0R6N1W2B1O7L4F2I2L1R8I0R6","의원","2012-06-12","2013-03-05","원안가결","1","공포"
"1900103","1","지방행정체제 개편에 관한 특별법 일부개정법률안(박성호의원 등 12인)","PRC_H1A2O0N6G1V2P1M7O4D8J0W2Z8G2P6","의원","2012-06-12","","","1","소관위심사"
"1900104","2","과학기술인공제회법 일부개정법률안(변재일의원 등 13인)","PRC_G1N2M0L6Z1Z2M1G7R5B7K2L9K9F1W3","의원","2012-06-12","2013-03-05","원안가결","1","공포"
"1900105","1","공공기관의 운영에 관한 법률 일부개정법률안(김현숙의원 등 11인)","PRC_J1W2V0G6X1H3L0R9D1A1M1Z3Q9D3A6","의원","2012-06-13","","","1","소관위심사"
"1900106","2","사회기반시설에 대한 민간투자법 일부개정법률안(김현숙의원 등 11인)","PRC_R1P2V0V6O1X3C0Z9A3F2Y1E6Y4H3Z2","의원","2012-06-13","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900107","2","국가재정법 일부개정법률안(김현숙의원 등 11인)","PRC_X1H2M0M6K1R3U1O0N0L5E3N3L3C3D2","의원","2012-06-13","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900108","2","전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(김태원의원 등 12인)","PRC_P1D2S0D6U1P3N1M0Y1W0E0W7H8X3W5","의원","2012-06-13","2012-11-22","대안반영폐기","1","대안반영폐기"
"1900109","1","국회의원(문대성) 사퇴 촉구 결의안(최민희의원 등 20인)","PRC_V1H2O0J6U1H3A1M0P1V3M1X2V6E6T0","의원","2012-06-13","","","0","소관위접수"
"1900110","1","임대주택법 일부개정법률안(김태호의원 등 44인)","PRC_E1L2I0A6M1V3O1B0K4Y3W5L4Z6F4N5","의원","2012-06-13","","","1","소관위심사"
"1900111","1","공직선거법 일부개정법률안(여상규의원 등 10인)","PRC_F1Y2M0K6T1V3P1L2D1J7I0D8N6H1G1","의원","2012-06-13","","","1","소관위심사"
"1900112","2","군인연금법 일부개정법률안(김우남의원 등 13인)","PRC_I1N2Y0W6D1W3A1B3R3N8V3K2S6A1L4","의원","2012-06-13","2013-02-26","대안반영폐기","1","대안반영폐기"
"1900113","2","공무원연금법 일부개정법률안(김우남의원 등 13인)","PRC_K1P2G0Q6T1I3C1C3K5L2L3O4Y2V1J0","의원","2012-06-13","2012-09-27","수정가결","1","공포"
"1900114","1","국가장법 일부개정법률안(박홍근의원 등 16인)","PRC_J1D2C0X6E1A3H1U3Q5W6N4Y1I5R2S4","의원","2012-06-13","","","1","소관위심사"
"1900115","2","사립학교교직원 연금법 일부개정법률안(김우남의원 등 13인)","PRC_I1G2G0P6U1F3M1T3S5Z7S4O3H9J1Z2","의원","2012-06-13","2013-03-05","원안가결","1","공포"
"1900116","1","통일경제특별구역의 지정 및 운영에 관한 법률안(황진하의원 등 11인)","PRC_C1J2G0N6G1L3F1A4B3R6Q5Z7K0B7P4","의원","2012-06-13","","","1","소관위심사"
"1900117","1","지방공기업법 일부개정법률안(김동철의원 등 12인)","PRC_Z1Z2K0V6S1R3L1C5R1M4F0T4C4P9J1","의원","2012-06-13","","","1","소관위심사"
"1900118","2","한국장학재단 설립 등에 관한 법률 일부개정법률안(현영희의원 등 10인)","PRC_L1X2B0P6G1H3A1G5E5R5A3L8C0B2F0","의원","2012-06-13","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900119","1","지방자치법 일부개정법률안(김동철의원 등 12인)","PRC_C1P2C0O6U1H3Q1K6X0D1X1P0I8I9D0","의원","2012-06-13","","","1","소관위심사"
"1900120","1","국가장법 일부개정법률안(장병완의원 등 12인)","PRC_M1R2X0B6K1N3Y1T6P1D0V5D0B9U1Y6","의원","2012-06-13","","","1","소관위심사"
"1900121","2","국제항해선박 및 항만시설의 보안에 관한 법률 일부개정법률안(이찬열의원 등 12인)","PRC_J1D2D0J6M1Y3E1G6A2F9Y1V6Q5V4L5","의원","2012-06-13","2012-11-22","원안가결","1","공포"
"1900122","2","수질 및 수생태계 보전에 관한 법률 일부개정법률안(이찬열의원 등 11인)","PRC_S1X2H0K6N1G3Z1U6A2U9E1Z3R7C4U7","의원","2012-06-13","2013-02-26","대안반영폐기","1","대안반영폐기"
"1900123","2","모자보건법 일부개정법률안(이찬열의원 등 13인)","PRC_S1L2D0H6T1C3C1O6Q3R1K0I8M3F1S0","의원","2012-06-13","2012-10-09","폐기","1","부의가능안건"
"1900124","1","방송법 일부개정법률안(이찬열의원 등 13인)","PRC_S1I2R0P6E1D3O1R6J3S7D3E9T5Z5M8","의원","2012-06-13","","","1","소관위접수"
"1900125","1","자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법 일부개정법률안(홍문표...","PRC_V1Z2S0B6F1A3K1A7K5K1S3Y6M4B3E4","의원","2012-06-13","","","1","소관위심사"
"1900126","1","국민건강증진법 일부개정법률안(신동우의원 등 12인)","PRC_L1K2C0P6M1D3C1C7F5C3U3J6Q9M7H0","의원","2012-06-13","","","1","소관위심사"
"1900127","1","은행법 일부개정법률안(신장용의원 등 11인)","PRC_I1B2B0Y6T1J3F1P8F0Q1U5N7U5P8S0","의원","2012-06-13","","","1","소관위심사"
"ZZ19003","1","2012년도 정부입법 수정계획","PRC_U1O2D0J6O1X3Y1D5J2N3S2Y7F6E7R8","정부","2012-06-13","","","0","접수"
"1900128","1","관광진흥법 일부개정법률안(김우남의원 등 13인)","PRC_Y1F2J0B6Y1D4E0R9S4H0F1N1A7K6C9","의원","2012-06-14","","","1","소관위접수"
"1900129","2","민주화운동기념사업회법 일부개정법률안(이명수의원 등 10인)","PRC_W1N2N0T6R1K4E0Y9A4P8A0Z7T1P3O9","의원","2012-06-14","2013-04-29","원안가결","1","정부이송"
"1900130","2","성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(이명수의원 등 11인)","PRC_R1V2R0D6N1E4E0I9W5C4J1Q5Z0P6S4","의원","2012-06-14","2012-11-22","대안반영폐기","1","대안반영폐기"
"1900131","1","전통시장 및 상점가 육성을 위한 특별법 일부개정법률안(이명수의원 등 11인)","PRC_G1I2E0J6M1J4X0B9O5D8H4D7X9I6J4","의원","2012-06-14","","","1","소관위심사"
"1900132","1","공직선거법 일부개정법률안(이찬열의원 등 15인)","PRC_Z1N2V0V6O1N4W1H0T3L2V3Y3L4I7O1","의원","2012-06-14","","","1","소관위심사"
"1900133","2","취업 후 학자금 상환 특별법 일부개정법률안(김태원의원 등 14인)","PRC_L1L2L0K6E1U4M1T1U3L0D4F4L8G1E9","의원","2012-06-14","2013-04-30","대안반영폐기","1","대안반영폐기"
"1900134","1","국유재산법 일부개정법률안(이주영의원 등 18인)","PRC_D1X2Y0T6G1P4G1C4J0C4N3K7B1C1Q1","의원","2012-06-14","","","1","소관위심사"
"1900135","1","국가채권 관리법 일부개정법률안(이주영의원 등 18인)","PRC_Q1X2D0V6T1I4U1Z4S0C6V2P9C9L2Q9","의원","2012-06-14","","","1","소관위심사"
"1900136","1","국회법 일부개정법률안(이주영의원 등 20인)","PRC_N1A2K0B6Z1F4J1T4B1P4H2V9B2B4R3","의원","2012-06-14","","","1","소관위심사"
