"bill_id","status","title","link_id","proposer_type","proposed_date","decision_date","decision_result","has_summaries","status_detail"
"1911226","1","국민기초생활 보장법 일부개정법률안(이목희의원 등 11인)","PRC_R1F4J0L7L1R8C1L7O5X5C4C8F7P4N4","의원","2014-07-18","","","1","접수"
"1911227","1","사회보장기본법 일부개정법률안(이목희의원 등 11인)","PRC_B1Z4B0I7C1Z8K1Y7C5K7H1V9D9P9D1","의원","2014-07-18","","","1","접수"
"1911228","1","풍속영업의 규제에 관한 법률 일부개정법률안(오제세의원 등 10인)","PRC_L1E4P0N7F2D1T1B1B2W7F0M5F8I6Z2","의원","2014-07-21","","","0","접수"
"1911229","1","공직자윤리법 일부개정법률안(박남춘의원 등 10인)","PRC_R1C4D0M7T2E1Z1M7D3I6U1U2U0W2S3","의원","2014-07-21","","","0","접수"
"ZZ19122","1","국무위원후보자(교육부장관 황우여) 인사청문요청안","PRC_G1B4D0V7U2Q1B1B7Z4Q8F5Y7W8O5K3","기타","2014-07-21","","","0","접수"
"1911230","1","소비자생활협동조합법 일부개정법률안(박민식의원 등 10인)","PRC_A1M4D0P7E2O2I1E3F2Z3J4F8H1E0Z4","의원","2014-07-22","","","1","접수"
"1911231","1","공공기관의 운영에 관한 법률 일부개정법률안(부좌현의원 등 10인)","PRC_L1D4S0Q7A2W2H1R5E2V2Z3R2F0G0O6","의원","2014-07-22","","","1","접수"
"1911232","1","체육시설의 설치·이용에 관한 법률 일부개정법률안(부좌현의원 등 12인)","PRC_O1K4P0F7F2B2L1N5D2D4U3M8A4B6E3","의원","2014-07-22","","","1","접수"
"1911233","1","중소기업협동조합법 일부개정법률안(부좌현의원 등 10인)","PRC_N1Q4T0N7H2O2S1W5G3U6Z4D2W4R7P8","의원","2014-07-22","","","1","접수"
"1911234","1","해외긴급구호에 관한 법률 일부개정법률안(부좌현의원 등 10인)","PRC_B1X4Q0Z7N2C2U1R5O5R3Q3B8N7W9R4","의원","2014-07-22","","","1","접수"
"1911235","1","성매매알선 등 행위의 처벌에 관한 법률 일부개정법률안(김상희의원 등 10인)","PRC_I1I4O0O7C2J2U1P5A5G3D5V3K7V5F9","의원","2014-07-22","","","0","접수"
"1911236","1","재외동포 고충해결 촉구 결의안(김재원의원 등 11인)","PRC_Z1Y4Y0V7I2F2Z1X6T2N5Q4C6T0I8J6","의원","2014-07-22","","","0","접수"
"1911237","1","재외동포의 출입국과 법적 지위에 관한 법률 일부개정법률안(김재원의원 등 11인)","PRC_G1O4I0H7C2M2G1Q6U2S9L3X0L2P6K8","의원","2014-07-22","","","0","접수"
"1911238","1","공간정보산업 진흥법 일부개정법률안(김재원의원 등 10인)","PRC_K1Q4L0Q7O2P2R1O8G2F1S0Y7N2W1N6","의원","2014-07-22","","","0","접수"
"1911239","1","관광진흥개발기금법 일부개정법률안(노웅래의원 등 10인)","PRC_H1L4J0T7W2D3Y1G0J3V2S4V3P0L0B3","의원","2014-07-23","","","0","접수"
"1911240","1","관광진흥법 일부개정법률안(노웅래의원 등 10인)","PRC_T1L4I0V7E2C3H1F0M3Q6A0M8E6A9D2","의원","2014-07-23","","","1","접수"
"1911241","1","매장문화재 보호 및 조사에 관한 법률 일부개정법률안(김윤덕의원 등 10인)","PRC_G1N4A0S7U2U3G1J1I2I4U4Z1O5V3E1","의원","2014-07-23","","","1","접수"
"1911242","1","한국광물자원공사법 일부개정법률안(이강후의원 등 13인)","PRC_Q1J4F0X7K2F3M1Z4C5L7N1H8T2J5E3","의원","2014-07-23","","","0","접수"
"1911243","1","에너지이용 합리화법 일부개정법률안(이강후의원 등 12인)","PRC_G1E4Z0E7J2N3S1B5V5I3H2Z8Q4P1A4","의원","2014-07-23","","","0","접수"
"1911244","1","동학농민혁명 참여자 등의 명예회복에 관한 특별법 일부개정법률안(김윤덕의원 등 10인...","PRC_N1E4M0O7O2C3L1W6F4I0P3B0E1C8A2","의원","2014-07-23","","","1","접수"
"1911245","1","시설물의 안전관리에 관한 특별법 일부개정법률안(정성호의원 등 10인)","PRC_H1D4E0J7S2R3H1M7L3T2G2F8M9I8S8","의원","2014-07-23","","","1","접수"
"1911246","1","자동차 등 특정동산 저당법 일부개정법률안(김우남의원 등 10인)","PRC_G1S4J0P7F2K3H1P7J5K6O3X2M7R1T8","의원","2014-07-23","","","0","접수"
"1911247","1","가족관계의 등록 등에 관한 법률 일부개정법률안(김우남의원 등 10인)","PRC_P1O4S0O7G2T3S1S8P0V4Z1F0C7A8S9","의원","2014-07-23","","","1","접수"
"1911248","1","축산법 일부개정법률안(김우남의원 등 10인)","PRC_S1N4X0K7B2A3S1R7B5C7R2I5M9M4Q0","의원","2014-07-23","","","0","접수"
"1911249","1","방송법 일부개정법률안(김우남의원 등 10인)","PRC_S1A4P0W7Q2R3U1G8B0C6F1Q2M7R6S8","의원","2014-07-23","","","1","접수"
"1911250","1","한국건설관리공단법안(신기남의원 등 10인)","PRC_L1C4L0Y7Y2L4I1C1J3Q1B4C7J5X6T1","의원","2014-07-24","","","1","접수"
"1911251","1","군사기지 및 군사시설 보호법 일부개정법률안(박명재의원 등 13인)","PRC_N1L4E0I7F2X4J1T3O2E7L4V7C0S9X7","의원","2014-07-24","","","0","접수"
"1911252","1","가축전염병 예방법 일부개정법률안(노웅래의원 등 10인)","PRC_Z1G4H0D7T2I4U1Q3O5S0A2X0Z5U8A3","의원","2014-07-24","","","1","접수"
"1911253","1","만성질환 및 희귀난치성질환 관리법안(강기정의원 등 11인)","PRC_E1R4Q0Z7Z2Y4A1G4Y0A4G5H4I0G7E6","의원","2014-07-24","","","1","접수"
"1911254","1","사립학교법 일부개정법률안(정진후의원 등 10인)","PRC_K1G4Z0X7U2H4G1F4A4X3T5K5R6T0U9","의원","2014-07-24","","","1","접수"
"1911255","1","사립학교법 일부개정법률안(윤관석의원 등 11인)","PRC_T1I4A0V7Q2Y5T1D1J4R3E1A5R4Q0H4","의원","2014-07-25","","","1","접수"
"1911256","1","공직선거법 일부개정법률안(강은희의원 등 10인)","PRC_M1N4W0V7X2U5R1G3P0T7U5Z8V6R5G7","의원","2014-07-25","","","0","접수"
"1911257","1","사행행위 등 규제 및 처벌 특례법 일부개정법률안(정희수의원 등 10인)","PRC_X1B4E0N7V2P5F1B4U5M6D3M1R8S5N3","의원","2014-07-25","","","0","접수"
"1911258","1","공중위생관리법 일부개정법률안(정희수의원 등 10인)","PRC_K1H4J0R7F2D5N1Z4L5Q8S5L0Q3E8J6","의원","2014-07-25","","","1","접수"
"1911259","1","국회법 일부개정법률안(정희수의원 등 10인)","PRC_S1T4W0G7V2P5S1E5W0M1B5M3B6A5A6","의원","2014-07-25","","","0","접수"
"1911260","1","재난 및 안전관리 기본법 일부개정법률안(이노근의원 등 11인)","PRC_S1V4H0G7P2H5D1X5B4I0I2A7T2N2A4","의원","2014-07-25","","","0","접수"
"1911261","1","체육시설의 설치·이용에 관한 법률 일부개정법률안(이노근의원 등 12인)","PRC_T1P4O0L7F2F5N1B5U5P2F5Z0M7F1Q8","의원","2014-07-25","","","1","접수"
"1911262","1","해운법 일부개정법률안(김춘진의원 등 10인)","PRC_B1B4A0E7C2Z5X1W6D2Y2H0D6F9I5L8","의원","2014-07-25","","","1","접수"
"1911263","1","도선법 일부개정법률안(김춘진의원 등 10인)","PRC_E1Q4I0D7W2S5N1J7C3C3A2H3M8W8H9","의원","2014-07-25","","","1","접수"
"1911264","1","남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(윤명희의원 등 10인)","PRC_H1N4O0C7S2G8F1O1A4C3U1O2Q5L6O9","의원","2014-07-28","","","0","접수"
"1911265","1","국가재난 등에 의한 피해자의 정신적 외상 치유에 관한 법률안(정청래의원 등 12인)","PRC_R1Z4O0V7T2I8T1X1P4U5G1K2N7Y5K7","의원","2014-07-28","","","0","접수"
"1911266","1","독점규제 및 공정거래에 관한 법률 일부개정법률안(한명숙의원 등 17인)","PRC_K1P4Z0P7L2R8Z1R5J2Z1F0V4T7G4I0","의원","2014-07-28","","","1","접수"
"1911267","1","형사보상 및 명예회복에 관한 법률 일부개정법률안(함진규의원 등 11인)","PRC_A1G4Q0V7E2B8F1H5O3D9X2O6T3G1Y5","의원","2014-07-28","","","1","접수"
"1911268","1","도시 및 주거환경정비법 일부개정법률안(함진규의원 등 11인)","PRC_D1X4M0K7F2K8J1P5H4N0Q1S2G1D8Q9","의원","2014-07-28","","","1","접수"
"1911269","1","공직선거법 일부개정법률안(황영철의원 등 10인)","PRC_Y1E4E0V7S2E8V1S5P4W1M0E4R6I6O6","의원","2014-07-28","","","0","접수"
"1911270","1","민법 일부개정법률안(함진규의원 등 12인)","PRC_M1O4Y0Y7B2X8G1V5Z4T4X3Y7X0T4D5","의원","2014-07-28","","","1","접수"
"1911271","1","공공기관의 운영에 관한 법률 일부개정법률안(변재일의원 등 10인)","PRC_R1W4E0R7C2E8A1V6B1N7S0U7X5Y5F7","의원","2014-07-28","","","1","접수"
"1911272","1","출입국관리법 일부개정법률안","ARC_S1F4E0R7R2P8N1D6X1P7L1R7J3W3J4","정부","2014-07-28","","","1","접수"
"1911273","1","문화예술교육 지원법 일부개정법률안(안홍준의원 등 11인)","PRC_G1D4M0G7K2A9O1B4M1E6Y0P9H0I9C7","의원","2014-07-29","","","1","접수"
"1911274","1","국회법 일부개정법률안(안홍준의원 등 12인)","PRC_A1Z4V0W7F2B9F1A4A1G6C5Q4N1N9J3","의원","2014-07-29","","","1","접수"
"1911275","1","치매관리법 일부개정법률안(안홍준의원 등 10인)","PRC_R1R4J0Q7P2Q9R1R4A1C7Y2B0V6J4Q7","의원","2014-07-29","","","1","접수"
"1911276","1","공연법 일부개정법률안(염동열의원 등 10인)","PRC_K1Q4N0J7I3D0C1D0K1X2X1V7N1L3A7","의원","2014-07-30","","","1","접수"
"1911277","1","산업기술혁신 촉진법 일부개정법률안","ARC_P1D4S0M7Q3S0P1P5T5X0S3E2I6I1T4","정부","2014-07-30","","","0","접수"
"1911278","1","여객자동차 운수사업법 일부개정법률안(정희수의원 등 10인)","PRC_Q1R4E0F7N3I0G1G6T0M9Y5X9B2Y2P7","의원","2014-07-30","","","1","접수"
"1911279","1","일본의 약탈 문화재 목록 은폐 행위 규탄 및 불법 반출 문화재 환수 촉구 결의안(정병...","PRC_F1D4L0O7X3A0Y1Q6W5X4M0N7B5Y7L6","의원","2014-07-30","","","0","접수"
"1911280","1","농어업경영체 육성 및 지원에 관한 법률 일부개정법률안(안덕수의원 등 12인)","PRC_N1O4V0G7Z3Y1W1J5N5Q2M0S6M6T4Q1","의원","2014-07-31","","","0","접수"
"1911281","1","경비업법 일부개정법률안(윤재옥의원 등 10인)","PRC_R1E4K0Z7Y3O1B1Q6Q1Y6P3N6V7A9N4","의원","2014-07-31","","","0","접수"
"1911282","1","공직자윤리법 일부개정법률안(유대운의원 등 10인)","PRC_V1W4S0X7P3D1W1W6X4F8V3R7L9N4G4","의원","2014-07-31","","","1","접수"
"1911283","1","군인사법 일부개정법률안(안규백의원 등 11인)","PRC_I1J4X0E7T3M1X1T7F3B6O3O0C7C5A1","의원","2014-07-31","","","0","접수"
"1911284","1","공동주택관리법안(김성태의원 등 10인)","PRC_I1N4N0O7M3I1F1T8D0Z4G0R3S1J8D1","의원","2014-07-31","","","0","접수"
"1911285","1","국민체육진흥법 일부개정법률안(염동열의원 등 10인)","PRC_Z1I4I0W7C3Y1B1K8C0Z8Q2E9K2N7Z4","의원","2014-07-31","","","0","접수"
"1911286","1","초·중등교육법 일부개정법률안(박인숙의원 등 10인)","PRC_I1U4U0T8L0F1A0Z9C4A9O0N1H8R3Z1","의원","2014-08-01","","","1","접수"
"1911287","1","인사청문회법 일부개정법률안(김영우의원 등 12인)","PRC_W1D4C0V8A0F1S1X0Q5F8Z3P3T2F1O1","의원","2014-08-01","","","0","접수"
"1911288","1","박물관 및 미술관 진흥법 일부개정법률안(김재윤의원 등 22인)","PRC_H1V4E0B8R0Y1B1X1G1H9K2Z8I0A8U1","의원","2014-08-01","","","1","접수"
"1911289","1","2011대구세계육상선수권대회, 2013충주세계조정선수권대회, 2014인천아시아경기대회, ...","PRC_T1S4W0M8W0Y1E1C1Y5U0X5P4H1N5Z0","의원","2014-08-01","","","0","접수"
"1911290","1","2018 평창 동계올림픽대회 및 장애인동계올림픽대회 지원 등에 관한 특별법 일부개정...","PRC_W1I4G0Q8N0X1L1N3S3R7L0R5O3W1S8","의원","2014-08-01","","","1","접수"
"1911291","1","수도권정비계획법 일부개정법률안(김학용의원 등 10인)","PRC_E1Y4C0U8H0V1B1J4K3J0M3Q0Y2V4J5","의원","2014-08-01","","","1","접수"
"1911292","1","정부조직법 일부개정법률안(유대운의원 등 11인)","PRC_F1K4D0K8N0I1P1B6J5Z4U2K2C9S6H0","의원","2014-08-01","","","1","접수"
"1911293","1","국가공무원법 일부개정법률안(유대운의원 등 11인)","PRC_D1E4S0K8D0A1H1X6F5X9L5S5F8N3A7","의원","2014-08-01","","","0","접수"
"1911294","1","의료기기법 일부개정법률안(문정림의원 등 16인)","PRC_F1G4K0A8Z0R1N1R7I3X0W5C3C7S1U9","의원","2014-08-01","","","1","접수"
"1911295","1","영유아보육법 일부개정법률안(문정림의원 등 11인)","PRC_P1K4X0S8P0D1P1Z7R4Z7Q0J6K4W9L1","의원","2014-08-01","","","0","접수"
"1911296","1","시체 해부 및 보존에 관한 법률 일부개정법률안(문정림의원 등 10인)","PRC_V1W4C0Y8F0E1M1W7L5R0I2K9L2S0F6","의원","2014-08-01","","","0","접수"
"1911297","1","소득세법 일부개정법률안(김기준의원 등 16인)","PRC_I1L4J0Q8O0W4N1Y0X4B9M3E0M7V1Q3","의원","2014-08-04","","","0","접수"
"1911298","1","조세특례제한법 일부개정법률안(김기준의원 등 10인)","PRC_F1G4B0Q8E0Z4Y1Z0G5T0Z4D0F5D5S9","의원","2014-08-04","","","0","접수"
"1911299","1","아동복지법 일부개정법률안(염동열의원 등 11인)","PRC_M1M4C0E8N0E4O1V1E5M6A3U6I8L3L8","의원","2014-08-04","","","1","접수"
"1911300","1","국세기본법 일부개정법률안(윤호중의원 등 10인)","PRC_S1A4U0L8R0E4Y1D2B0B9L4N3H0O0Q5","의원","2014-08-04","","","0","접수"
"ZZ19123","1","국세청장후보자(임환수) 인사청문요청안","PRC_T1F4B0K8V0L4J0N8Q5K9P1G4G4I8W4","기타","2014-08-04","","","0","소관위접수"
"1911301","1","부가가치세법 일부개정법률안(윤호중의원 등 10인)","PRC_M1G4F0I8Z0K4E1A4V1B3K1H0A9Q0P2","의원","2014-08-04","","","1","접수"
"1911302","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_L1S4D0D8K0F4U1I5M2F8O0B5G8H6R1","의원","2014-08-04","","","1","접수"
"1911303","1","인지세법 일부개정법률안(윤호중의원 등 10인)","PRC_J1F4D0L8W0V5K1D0Y2B5M4N5U9F2Q2","의원","2014-08-05","","","0","접수"
"1911304","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_K1K4M0C8I0A5N1A0M2E6N4A2Y5V2G1","의원","2014-08-05","","","0","접수"
"1911305","1","부가가치세법 일부개정법률안(윤호중의원 등 10인)","PRC_P1U4M0E8S0K5C1V0Z4T3I0T2V0B9O3","의원","2014-08-05","","","1","접수"
"1911306","1","국세기본법 일부개정법률안(윤호중의원 등 10인)","PRC_U1L4C0Z8B0N5O1K0B4W5D2G1D9N5T5","의원","2014-08-05","","","1","접수"
"1911307","1","영유아보육법 일부개정법률안(최동익의원 등 11인)","PRC_L1O4Q0D8P0U5D1B4F1P4D2P1N5J8S0","의원","2014-08-05","","","1","접수"
"1911308","1","법인세법 일부개정법률안(이원욱의원 등 11인)","PRC_A1J4E0M8L0G5E1T4B4R0L1O4T8Y1I9","의원","2014-08-05","","","1","접수"
"1911309","1","사회복지사업법 일부개정법률안(민현주의원 등 10인)","PRC_N1F4N0R8E0Q5G1Y4C5Q5K1T2M4E7C8","의원","2014-08-05","","","1","접수"
"1911310","1","조세특례제한법 일부개정법률안(정문헌의원 등 11인)","PRC_I1Z4L0T8Q0C5S1M4N5Z7O4Y3T0C0N8","의원","2014-08-05","","","1","접수"
"1911311","1","의료법 일부개정법률안(민현주의원 등 10인)","PRC_K1J4B0Z8Y0W5V1P5O0N4F4S5B4K9Q8","의원","2014-08-05","","","1","접수"
"1911312","1","지방세법 일부개정법률안(이한구의원 등 10인)","PRC_Y1Z4Q0U8P0Y5B1U5M3D6S4M5I0Y7K2","의원","2014-08-05","","","0","접수"
"1911313","1","고등교육법 일부개정법률안(김광진의원 등 11인)","PRC_B1X4Z0B8X0L5V1Z5C4L2S3N4A0S8B5","의원","2014-08-05","","","1","접수"
"1911314","1","공공기관의 운영에 관한 법률 일부개정법률안(김광진의원 등 13인)","PRC_V1I4H0O8Z0O5Z1B5G4C5W5J8M5Q6S4","의원","2014-08-05","","","0","접수"
"1911315","1","농림수산식품과학기술 육성법 일부개정법률안","ARC_G1X4Z0M8Y0Q5R1X5P5P0F0S2F2G0L5","정부","2014-08-05","","","1","접수"
"1911316","1","해양수산과학기술 육성법안","ARC_L1O4R0P8C0B5X1K6R0S1Z2F6H3V0Y2","정부","2014-08-05","","","0","접수"
"ZZ19124","1","국무위원후보자(문화체육관광부장관 김종덕) 인사청문요청안","PRC_Z1Z4S0B8K0S5Y2L1Q2T8P1X0I1A4K2","기타","2014-08-05","","","0","접수"
"1911317","1","채무자 회생 및 파산에 관한 법률 일부개정법률안(이언주의원 등 11인)","PRC_Y1A4O0F8A0P6O1T0R3D9N5L2C1Y9M0","의원","2014-08-06","","","1","접수"
"1911318","1","관광진흥법 일부개정법률안","ARC_L1O4O0U8S0M6D1N1M2A4V1I5V3E9P6","정부","2014-08-06","","","0","접수"
"1911319","1","과학기술인 협동조합 육성 및 지원에 관한 법률안(최원식의원 등 13인)","PRC_P1W4C0U8A0L6K1J3E2M0X0Q7G7Q8W3","의원","2014-08-06","","","1","접수"
"1911320","1","부가가치세법 일부개정법률안(윤호중의원 등 10인)","PRC_T1N4Z0I8G0X6R1I3F4X9K5G6T8U7F7","의원","2014-08-06","","","1","접수"
"1911321","1","국가표준기본법 일부개정법률안(김상훈의원 등 12인)","PRC_Q1F4E0O8W0F6E1G4T0V3M4E1F5Y0E4","의원","2014-08-06","","","1","접수"
"1911322","1","국세기본법 일부개정법률안(이만우의원 등 10인)","PRC_L1M4J0J8Y0F6Q1J4Q3A5K5O2Z5P7P5","의원","2014-08-06","","","0","접수"
"1911323","1","상법 일부개정법률안(이만우의원 등 10인)","PRC_M1Z4R0P8G0D6N1A4H3F7D0J4X2C7F4","의원","2014-08-06","","","0","접수"
"1911324","1","영유아보육법 일부개정법률안(강동원의원 등 11인)","PRC_I1D4Z0O8C0N6R1R4H4K0Q2P9P9T5T4","의원","2014-08-06","","","1","접수"
"1911325","1","모자보건법 일부개정법률안(강동원의원 등 12인)","PRC_Z1Y4P0E8V0X6R1T4U4B0C5Z4I9O9V5","의원","2014-08-06","","","0","접수"
"1911326","1","기상산업진흥법 일부개정법률안(부좌현의원 등 10인)","PRC_S1M4A0D8E0Q6H1A5C0R5G5O3A9T7B0","의원","2014-08-06","","","1","접수"
"1911327","1","자원의 절약과 재활용촉진에 관한 법률 일부개정법률안(부좌현의원 등 10인)","PRC_A1U4C0K8K0X6T1U5U2K3B0J8P2B8F0","의원","2014-08-06","","","1","접수"
"1911328","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_B1F4T0H8B0U6I1D5H2S8W3Y7M5F7T8","의원","2014-08-06","","","1","접수"
"1911329","1","조세특례제한법 일부개정법률안(이만우의원 등 10인)","PRC_V1O4G0M8I0G6A1V5R5K0T4O6X6I1G3","의원","2014-08-06","","","1","접수"
"1911330","1","법무사법 일부개정법률안(부좌현의원 등 10인)","PRC_U1Z4T0R8Q0G6N1Y5P5B8K2I9S2P9K9","의원","2014-08-06","","","0","접수"
"ZZ19125","1","주민등록번호제도 개선권고 결정문","PRC_Q1E4U0W8G0Z6L1X4M3R2N5M2O6J0G2","기타","2014-08-06","","","0","접수"
"1911331","1","국가인권위원회법 일부개정법률안(부좌현의원 등 10인)","PRC_U1A4H0W8R0C6O1K6J0B3F3B3B3L0T7","의원","2014-08-06","","","1","접수"
"1911332","1","조세특례제한법 일부개정법률안(정문헌의원 등 11인)","PRC_C1M4W0B8L0C6S1N6E2P6P5G7K4H4F1","의원","2014-08-06","","","1","접수"
"1911333","1","주세법 일부개정법률안(강기윤의원 등 10인)","PRC_A1I4P0R8I0Q6T1V6T4O4K1D2K8N3U5","의원","2014-08-06","","","1","접수"
"1911334","1","지방재정법 일부개정법률안(강기윤의원 등 11인)","PRC_V1M4E0Z8O0H6P1Z6T5K2E2T1K4C2O5","의원","2014-08-06","","","0","접수"
"1911335","1","바르게살기운동조직 육성법 일부개정법률안(강기윤의원 등 10인)","PRC_F1T4U0R8P0Z6W1Q7K0G1B1D0N3Y5X0","의원","2014-08-06","","","0","접수"
"1911336","1","조세특례제한법 일부개정법률안(부좌현의원 등 10인)","PRC_G1Y4T0Y8M0D6V1C7E5G2W5U5R9W1D7","의원","2014-08-06","","","1","접수"
"1911337","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_X1G4K0C8J0K7G1D0Q4B6J0B2N8F5Q0","의원","2014-08-07","","","1","접수"
"1911338","1","법원조직법 일부개정법률안(이춘석의원 등 11인)","PRC_F1X4K0V8G0R7A1T4G5G0K0U2L7A0R0","의원","2014-08-07","","","0","접수"
"1911339","1","군사법원법 일부개정법률안(이춘석의원 등 11인)","PRC_Z1U4O0S8K0K7H1H4I5O1J0Q9V9S6G7","의원","2014-08-07","","","0","접수"
"1911340","1","군인사법 일부개정법률안(정청래의원 등 10인)","PRC_T1C4Z0H8B0I7Y1C5I1Q6P5T7Z2B4W9","의원","2014-08-07","","","0","접수"
"1911341","1","항공법 일부개정법률안(김성태의원 등 10인)","PRC_A1M4T0Y8E0S7R1L6L2U3J2V4B5U8U8","의원","2014-08-07","","","1","접수"
"1911342","1","별정우체국법 일부개정법률안","ARC_S1C4L0L8Y0I7W1H7J1N2R2Y2N6U7P2","정부","2014-08-07","","","0","접수"
"1911343","1","산업재해보상보험법 일부개정법률안(윤재옥의원 등 10인)","PRC_A1C4B0B8I0E7G1V7O4L2K3V9W0S1L9","의원","2014-08-07","","","0","접수"
"1911344","1","근로기준법 일부개정법률안(윤재옥의원 등 10인)","PRC_H1V4M0B8U0F7A1O7G4A2T3Y9E2X8Q1","의원","2014-08-07","","","1","접수"
"1911345","1","산업안전보건법 일부개정법률안(윤재옥의원 등 10인)","PRC_G1E4R0A8Z0D7K1D7Y5Z0R1V1W8F5F7","의원","2014-08-07","","","1","접수"
"1911346","1","레저스포츠 진흥 및 안전에 관한 법률안(한선교의원 등 11인)","PRC_S1K4P0D8C0S7E1T8H3R5O4T1A6N0R7","의원","2014-08-07","","","0","접수"
"1911347","1","과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안...","PRC_S1W4N0W8X0Z8Q0I9A3A1F4Y5P1L4D5","의원","2014-08-08","","","1","접수"
"1911348","1","지방공기업법 일부개정법률안(김기선의원 등 10인)","PRC_X1M4L0P8Y0H8O0M9D3R3Y1S1L5A3G5","의원","2014-08-08","","","0","접수"
"1911349","1","지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안(김기선의원 등...","PRC_K1A4D0G8C0Y8L1C0H0T1N5N3Z8V4O0","의원","2014-08-08","","","0","접수"
"1911350","1","공공기관의 운영에 관한 법률 일부개정법률안(김기선의원 등 10인)","PRC_J1X4N0D8I0W8F1A0B2O5O1O7M6U1W7","의원","2014-08-08","","","0","접수"
"1911351","1","정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안(김기선의원 등...","PRC_F1N4O0L8T0T8H1O0B2F9M1H5C7W1E9","의원","2014-08-08","","","0","접수"
"1911352","1","예술인 복지법 일부개정법률안(이에리사의원 등 25인)","PRC_K1R4B0R8R0Z8Q1T0A4U8T1B3A8Z2T0","의원","2014-08-08","","","1","접수"
"1911353","1","주차장법 일부개정법률안(문대성의원 등 14인)","PRC_K1O4T0J8R0Z8R1J1W0Y1Y3F1T3C4R3","의원","2014-08-08","","","0","접수"
"1911354","1","생물자원관의 설립 및 운영에 관한 법률안(최봉홍의원 등 11인)","PRC_E1M4K0G8A0M8M1K4X3X4H4E5N2M0J5","의원","2014-08-08","","","1","접수"
"1911355","1","법인세법 일부개정법률안(오제세의원 등 10인)","PRC_P1W4C0R8Z0U8H1D4A5F1B5V5L1G4O2","의원","2014-08-08","","","0","접수"
"1911356","1","국세기본법 일부개정법률안(오제세의원 등 10인)","PRC_W1H4D0R8F0V8P1J4T5N3Z3Z0R2R4B9","의원","2014-08-08","","","0","접수"
"1911357","1","지방세특례제한법 일부개정법률안(오제세의원 등 10인)","PRC_K1W4I0C8E0R8T1D5T0A6F3Q6E0I0C4","의원","2014-08-08","","","1","접수"
"1911358","1","항공법 일부개정법률안(김재윤의원 등 13인)","PRC_H1Q4K0Z8A0B8L1Z5K2L0U3A8V9Z2B4","의원","2014-08-08","","","0","접수"
"1911359","1","조세특례제한법 일부개정법률안(오제세의원 등 10인)","PRC_A1E4N0H8J0P8F1U5I3C4N4J3N4D9N7","의원","2014-08-08","","","1","접수"
"1911360","1","임금채권보장법 일부개정법률안(권성동의원 등 10인)","PRC_Z1V4C0K8V0S8A1M6E0M5E3D9N5K6J3","의원","2014-08-08","","","0","접수"
"1911361","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_B1H4D0Y8G0Z8N1E8I0E5Q1H3Q2V7N9","의원","2014-08-08","","","0","접수"
"ZZ19126","1","경찰청장후보자(강신명) 인사청문요청안","PRC_Y1M4X0H8P0C8V1V6O3X2R5I4T6B5Q1","기타","2014-08-08","","","0","접수"
"1911362","1","국회의원(조현룡) 체포동의안","PRC_F1Q4V0P8V1Y1B0F9S5X3Q0R8I2O8X8","정부","2014-08-11","","","0","접수"
"1911363","1","방송법 일부개정법률안","ARC_U1D4T0Q8N1I1D1Z0T0I0N0K3F5W8D2","정부","2014-08-11","","","1","접수"
"1911364","1","인터넷 멀티미디어 방송사업법 일부개정법률안","ARC_L1U4Z0O8Q1N1F1R0H1M0S2C1G3W2E2","정부","2014-08-11","","","1","접수"
"1911365","1","조세특례제한법 일부개정법률안(오제세의원 등 10인)","PRC_M1B4O0N8J1A1H1V0I3N3M1H7V0C6A8","의원","2014-08-11","","","1","접수"
"1911366","1","한국언론인공제회법안(박대출의원 등 10인)","PRC_U1L4I0Q8L1G1S1U5K0F1I4W0Y0L3S9","의원","2014-08-11","","","1","접수"
"1911367","1","여권법 일부개정법률안(심재권의원 등 11인)","PRC_J1M4I0P8Z1R1P1W5B1Y1E0N8P8D1Q6","의원","2014-08-11","","","1","접수"
"1911368","1","민주화운동기념사업회법 일부개정법률안(정청래의원 등 11인)","PRC_R1Q4Y0M8W1Q1D1N5S4B2G4J7Q1C6H4","의원","2014-08-11","","","0","접수"
"1911369","1","조세범 처벌법 일부개정법률안(윤호중의원 등 10인)","PRC_L1Q4M0P8Q1Z1P1D6H3M7C2P0J1R7F3","의원","2014-08-11","","","1","접수"
"1911370","1","조세특례제한법 일부개정법률안(윤호중의원 등 10인)","PRC_O1F4K0F8P1D1D1V7B0M5Q5N2N0S5P0","의원","2014-08-11","","","1","접수"
"1911371","1","수산자원관리법 일부개정법률안(최규성의원 등 10인)","PRC_F1T4A0D8W1U1L1D7D2F0E1E2A4R9B5","의원","2014-08-11","","","1","접수"
